ticker,exchange,name,sector,industry
GPRE,NASDAQ,"GREEN PLAINS, INC.",BASIC INDUSTRIES,MAJOR CHEMICALS
GCBC,NASDAQ,"GREENE COUNTY BANCORP, INC.",FINANCE,BANKS
GLRE,NASDAQ,"GREENLIGHT REINSURANCE, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
GSUM,NASDAQ,GRIDSUM HOLDING INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
GRIF,NASDAQ,"GRIFFIN INDUSTRIAL REALTY, INC.",FINANCE,REAL ESTATE
GRFS,NASDAQ,"GRIFOLS, S.A.",HEALTH CARE,MAJOR PHARMACEUTICALS
GRPN,NASDAQ,"GROUPON, INC.",TECHNOLOGY,ADVERTISING
OMAB,NASDAQ,GRUPO AEROPORTUARIO DEL CENTRO NORTE S.A.B. DE C.V.,TRANSPORTATION,AEROSPACE
GGAL,NASDAQ,GRUPO FINANCIERO GALICIA S.A.,FINANCE,COMMERCIAL BANKS
GVP,NASDAQ,"GSE SYSTEMS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
GSIT,NASDAQ,"GSI TECHNOLOGY, INC.",TECHNOLOGY,SEMICONDUCTORS
GSVC,NASDAQ,GSV CAPITAL CORP,N/A,N/A
GTXI,NASDAQ,"GTX, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
GTYH,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
GTYHU,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
GTYHW,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
GBNK,NASDAQ,GUARANTY BANCORP,FINANCE,MAJOR BANKS
GNTY,NASDAQ,"GUARANTY BANCSHARES, INC.",FINANCE,MAJOR BANKS
GFED,NASDAQ,"GUARANTY FEDERAL BANCSHARES, INC.",FINANCE,MAJOR BANKS
GIFI,NASDAQ,"GULF ISLAND FABRICATION, INC.",CAPITAL GOODS,METAL FABRICATIONS
GURE,NASDAQ,"GULF RESOURCES, INC.",BASIC INDUSTRIES,MAJOR CHEMICALS
GPOR,NASDAQ,GULFPORT ENERGY CORPORATION,ENERGY,OIL & GAS PRODUCTION
GWPH,NASDAQ,GW PHARMACEUTICALS PLC,HEALTH CARE,MAJOR PHARMACEUTICALS
GWGH,NASDAQ,"GWG HOLDINGS, INC",FINANCE,LIFE INSURANCE
GYRO,NASDAQ,"GYRODYNE , LLC",CONSUMER SERVICES,BUILDING OPERATORS
HEES,NASDAQ,"H&E EQUIPMENT SERVICES, INC.",N/A,N/A
HLG,NASDAQ,HAILIANG EDUCATION GROUP INC.,CONSUMER SERVICES,OTHER CONSUMER SERVICES
HNRG,NASDAQ,HALLADOR ENERGY COMPANY,ENERGY,COAL MINING
HALL,NASDAQ,"HALLMARK FINANCIAL SERVICES, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
HALO,NASDAQ,"HALOZYME THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
HBK,NASDAQ,"HAMILTON BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
HLNE,NASDAQ,HAMILTON LANE INCORPORATED,FINANCE,INVESTMENT MANAGERS
HBHC,NASDAQ,HANCOCK HOLDING COMPANY,FINANCE,MAJOR BANKS
HBHCL,NASDAQ,HANCOCK HOLDING COMPANY,FINANCE,MAJOR BANKS
HAFC,NASDAQ,HANMI FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
HQCL,NASDAQ,"HANWHA Q CELLS CO., LTD.",TECHNOLOGY,SEMICONDUCTORS
HONE,NASDAQ,"HARBORONE BANCORP, INC.",FINANCE,MAJOR BANKS
HDNG,NASDAQ,HARDINGE INC.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
HLIT,NASDAQ,HARMONIC INC.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
HFGIC,NASDAQ,HARTFORD FUNDS NEXTSHARES TRUST,N/A,N/A
HBIO,NASDAQ,"HARVARD BIOSCIENCE, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
HCAP,NASDAQ,HARVEST CAPITAL CREDIT CORPORATION,N/A,N/A
HCAPZ,NASDAQ,HARVEST CAPITAL CREDIT CORPORATION,N/A,N/A
HAS,NASDAQ,"HASBRO, INC.",CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
HA,NASDAQ,"HAWAIIAN HOLDINGS, INC.",TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES
HCOM,NASDAQ,"HAWAIIAN TELCOM HOLDCO, INC.",CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
HWKN,NASDAQ,"HAWKINS, INC.",CONSUMER DURABLES,SPECIALTY CHEMICALS
HWBK,NASDAQ,"HAWTHORN BANCSHARES, INC.",FINANCE,MAJOR BANKS
HYAC,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
HYACU,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
HYACW,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
HAYN,NASDAQ,"HAYNES INTERNATIONAL, INC.",CAPITAL GOODS,STEEL/IRON ORE
HDS,NASDAQ,"HD SUPPLY HOLDINGS, INC.",CONSUMER SERVICES,OFFICE EQUIPMENT/SUPPLIES/SERVICES
HIIQ,NASDAQ,"HEALTH INSURANCE INNOVATIONS, INC.",FINANCE,SPECIALTY INSURERS
HCSG,NASDAQ,"HEALTHCARE SERVICES GROUP, INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
HQY,NASDAQ,"HEALTHEQUITY, INC.",MISCELLANEOUS,BUSINESS SERVICES
HSTM,NASDAQ,"HEALTHSTREAM, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
HTLD,NASDAQ,"HEARTLAND EXPRESS, INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
HTLF,NASDAQ,"HEARTLAND FINANCIAL USA, INC.",FINANCE,MAJOR BANKS
HTBX,NASDAQ,"HEAT BIOLOGICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
HEBT,NASDAQ,"HEBRON TECHNOLOGY CO., LTD.",CAPITAL GOODS,METAL FABRICATIONS
HSII,NASDAQ,"HEIDRICK & STRUGGLES INTERNATIONAL, INC.",TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES
HELE,NASDAQ,HELEN OF TROY LIMITED,CONSUMER DURABLES,HOME FURNISHINGS
HMNY,NASDAQ,HELIOS AND MATHESON ANALYTICS INC,CONSUMER SERVICES,OTHER CONSUMER SERVICES
HSDT,NASDAQ,"HELIUS MEDICAL TECHNOLOGIES, INC.",HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
HMTV,NASDAQ,"HEMISPHERE MEDIA GROUP, INC.",CONSUMER SERVICES,TELEVISION SERVICES
HNNA,NASDAQ,"HENNESSY ADVISORS, INC.",FINANCE,INVESTMENT MANAGERS
HSIC,NASDAQ,"HENRY SCHEIN, INC.",HEALTH CARE,MEDICAL SPECIALITIES
HTBK,NASDAQ,HERITAGE COMMERCE CORP,FINANCE,MAJOR BANKS
HFWA,NASDAQ,HERITAGE FINANCIAL CORPORATION,FINANCE,BANKS
HCCI,NASDAQ,"HERITAGE-CRYSTAL CLEAN, INC.",BASIC INDUSTRIES,MISCELLANEOUS
MLHR,NASDAQ,"HERMAN MILLER, INC.",CONSUMER DURABLES,OFFICE EQUIPMENT/SUPPLIES/SERVICES
HRTX,NASDAQ,"HERON THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
HSKA,NASDAQ,HESKA CORPORATION,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
HX,NASDAQ,HEXINDAI INC.,FINANCE,FINANCE: CONSUMER SERVICES
HIBB,NASDAQ,"HIBBETT SPORTS, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
SNLN,NASDAQ,HIGHLAND/IBOXX SENIOR LOAN ETF,N/A,N/A
HPJ,NASDAQ,HIGHPOWER INTERNATIONAL INC,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
HIHO,NASDAQ,HIGHWAY HOLDINGS LIMITED,CAPITAL GOODS,METAL FABRICATIONS
HIMX,NASDAQ,"HIMAX TECHNOLOGIES, INC.",TECHNOLOGY,SEMICONDUCTORS
HIFS,NASDAQ,HINGHAM INSTITUTION FOR SAVINGS,N/A,N/A
HSGX,NASDAQ,HISTOGENICS CORPORATION,HEALTH CARE,INDUSTRIAL SPECIALTIES
HMNF,NASDAQ,"HMN FINANCIAL, INC.",FINANCE,SAVINGS INSTITUTIONS
HMSY,NASDAQ,HMS HOLDINGS CORP,MISCELLANEOUS,BUSINESS SERVICES
HOLI,NASDAQ,"HOLLYSYS AUTOMATION TECHNOLOGIES, LTD.",ENERGY,INDUSTRIAL MACHINERY/COMPONENTS
HOLX,NASDAQ,"HOLOGIC, INC.",HEALTH CARE,MEDICAL ELECTRONICS
HBCP,NASDAQ,"HOME BANCORP, INC.",FINANCE,BANKS
HOMB,NASDAQ,"HOME BANCSHARES, INC.",FINANCE,MAJOR BANKS
HFBL,NASDAQ,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",FINANCE,SAVINGS INSTITUTIONS
HMST,NASDAQ,"HOMESTREET, INC.",FINANCE,MAJOR BANKS
HMTA,NASDAQ,HOMETOWN BANKSHARES CORPORATION,FINANCE,MAJOR BANKS
HTBI,NASDAQ,"HOMETRUST BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
FIXX,NASDAQ,"HOMOLOGY MEDICINES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
HOFT,NASDAQ,HOOKER FURNITURE CORPORATION,CONSUMER DURABLES,HOME FURNISHINGS
HOPE,NASDAQ,"HOPE BANCORP, INC.",FINANCE,MAJOR BANKS
HFBC,NASDAQ,"HOPFED BANCORP, INC.",FINANCE,MAJOR BANKS
HBNC,NASDAQ,"HORIZON BANCORP, INC.",FINANCE,MAJOR BANKS
HZNP,NASDAQ,HORIZON PHARMA PLC,HEALTH CARE,MAJOR PHARMACEUTICALS
HRZN,NASDAQ,HORIZON TECHNOLOGY FINANCE CORPORATION,N/A,N/A
DAX,NASDAQ,HORIZONS DAX GERMANY ETF,N/A,N/A
QYLD,NASDAQ,HORIZONS NASDAQ-100 COVERED CALL ETF,N/A,N/A
HDP,NASDAQ,"HORTONWORKS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
HPT,NASDAQ,HOSPITALITY PROPERTIES TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
TWNK,NASDAQ,"HOSTESS BRANDS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
TWNKW,NASDAQ,"HOSTESS BRANDS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
HMHC,NASDAQ,HOUGHTON MIFFLIN HARCOURT COMPANY,CONSUMER SERVICES,BOOKS
HWCC,NASDAQ,HOUSTON WIRE & CABLE COMPANY,CONSUMER NON-DURABLES,TELECOMMUNICATIONS EQUIPMENT
HOVNP,NASDAQ,HOVNANIAN ENTERPRISES INC,CAPITAL GOODS,HOMEBUILDING
HBMD,NASDAQ,"HOWARD BANCORP, INC.",FINANCE,MAJOR BANKS
HTGM,NASDAQ,"HTG MOLECULAR DIAGNOSTICS, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
HUBG,NASDAQ,"HUB GROUP, INC.",TRANSPORTATION,OIL REFINING/MARKETING
HSON,NASDAQ,"HUDSON GLOBAL, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
HDSN,NASDAQ,"HUDSON TECHNOLOGIES, INC.",CONSUMER DURABLES,INDUSTRIAL SPECIALTIES
HUNT,NASDAQ,HUNTER MARITIME ACQUISITION CORP.,TRANSPORTATION,OIL REFINING/MARKETING
HUNTU,NASDAQ,HUNTER MARITIME ACQUISITION CORP.,TRANSPORTATION,OIL REFINING/MARKETING
HUNTW,NASDAQ,HUNTER MARITIME ACQUISITION CORP.,TRANSPORTATION,OIL REFINING/MARKETING
HBAN,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
HBANN,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
HBANO,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
HURC,NASDAQ,"HURCO COMPANIES, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
HURN,NASDAQ,HURON CONSULTING GROUP INC.,CONSUMER SERVICES,PROFESSIONAL SERVICES
HCM,NASDAQ,HUTCHISON CHINA MEDITECH LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
HBP,NASDAQ,"HUTTIG BUILDING PRODUCTS, INC.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
HVBC,NASDAQ,"HV BANCORP, INC.",FINANCE,MAJOR BANKS
HYGS,NASDAQ,HYDROGENICS CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS
IDSY,NASDAQ,"I.D. SYSTEMS, INC.",CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT
IAC,NASDAQ,IAC/INTERACTIVECORP,CONSUMER SERVICES,OTHER SPECIALTY STORES
IAM,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
IAMXR,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
IAMXW,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
IBKC,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
IBKCO,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
IBKCP,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
ICAD,NASDAQ,ICAD INC.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
IEP,NASDAQ,ICAHN ENTERPRISES L.P.,CAPITAL GOODS,AUTO PARTS:O.E.M.
ICCH,NASDAQ,"ICC HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
ICFI,NASDAQ,"ICF INTERNATIONAL, INC.",CONSUMER SERVICES,PROFESSIONAL SERVICES
ICHR,NASDAQ,ICHOR HOLDINGS,TECHNOLOGY,SEMICONDUCTORS
ICLK,NASDAQ,ICLICK INTERACTIVE ASIA GROUP LIMITED,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ICLR,NASDAQ,ICON PLC,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
ICON,NASDAQ,"ICONIX BRAND GROUP, INC.",CONSUMER NON-DURABLES,SHOE MANUFACTURING
ICUI,NASDAQ,"ICU MEDICAL, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
IPWR,NASDAQ,IDEAL POWER INC.,ENERGY,INDUSTRIAL MACHINERY/COMPONENTS
INVE,NASDAQ,"IDENTIV, INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
IDRA,NASDAQ,"IDERA PHARMACEUTICALS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
IDXX,NASDAQ,"IDEXX LABORATORIES, INC.",HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
IESC,NASDAQ,"IES HOLDINGS, INC.",CAPITAL GOODS,ENGINEERING & CONSTRUCTION
IROQ,NASDAQ,"IF BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
IFMK,NASDAQ,IFRESH INC.,CONSUMER SERVICES,FOOD CHAINS
INFO,NASDAQ,IHS MARKIT LTD.,TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
IIVI,NASDAQ,II-VI INCORPORATED,CAPITAL GOODS,ELECTRONIC COMPONENTS
KANG,NASDAQ,"IKANG HEALTHCARE GROUP, INC.",HEALTH CARE,MEDICAL/NURSING SERVICES
IKNX,NASDAQ,IKONICS CORPORATION,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
ILG,NASDAQ,"ILG, INC",FINANCE,REAL ESTATE
ILMN,NASDAQ,"ILLUMINA, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
ISNS,NASDAQ,"IMAGE SENSING SYSTEMS, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
IMMR,NASDAQ,IMMERSION CORPORATION,TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
ICCC,NASDAQ,IMMUCELL CORPORATION,HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
IMDZ,NASDAQ,IMMUNE DESIGN CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS
IMNP,NASDAQ,IMMUNE PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
IMGN,NASDAQ,"IMMUNOGEN, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
IMMU,NASDAQ,"IMMUNOMEDICS, INC.",HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
IMRN,NASDAQ,IMMURON LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
IMRNW,NASDAQ,IMMURON LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
IMMP,NASDAQ,IMMUTEP LIMITED,HEALTH CARE,MAJOR PHARMACEUTICALS
IMPV,NASDAQ,"IMPERVA, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
PI,NASDAQ,"IMPINJ, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
IMMY,NASDAQ,"IMPRIMIS PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
INCY,NASDAQ,INCYTE CORPORATION,HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
INDB,NASDAQ,INDEPENDENT BANK CORP.,FINANCE,MAJOR BANKS
IBCP,NASDAQ,INDEPENDENT BANK CORPORATION,FINANCE,MAJOR BANKS
IBTX,NASDAQ,"INDEPENDENT BANK GROUP, INC",FINANCE,MAJOR BANKS
INDU,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
INDUU,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
INDUW,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
ILPT,NASDAQ,INDUSTRIAL LOGISTICS PROPERTIES TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
IDSA,NASDAQ,"INDUSTRIAL SERVICES OF AMERICA, INC.",CONSUMER DURABLES,INDUSTRIAL SPECIALTIES
INFN,NASDAQ,INFINERA CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
INFI,NASDAQ,"INFINITY PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
IPCC,NASDAQ,INFINITY PROPERTY AND CASUALTY CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
IFRX,NASDAQ,INFLARX N.V.,N/A,N/A
III,NASDAQ,"INFORMATION SERVICES GROUP, INC.",CONSUMER SERVICES,PROFESSIONAL SERVICES
IFON,NASDAQ,INFOSONICS CORP,CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS
IEA,NASDAQ,"INFRASTRUCTURE AND ENERGY ALTERNATIVES, INC.",FINANCE,BUSINESS SERVICES
IEAWW,NASDAQ,"INFRASTRUCTURE AND ENERGY ALTERNATIVES, INC.",FINANCE,BUSINESS SERVICES
IMKTA,NASDAQ,"INGLES MARKETS, INCORPORATED",CONSUMER SERVICES,FOOD CHAINS
INWK,NASDAQ,"INNERWORKINGS, INC.",MISCELLANEOUS,BUSINESS SERVICES
INOD,NASDAQ,INNODATA INC.,TECHNOLOGY,EDP SERVICES
IPHS,NASDAQ,"INNOPHOS HOLDINGS, INC.",CONSUMER DURABLES,SPECIALTY CHEMICALS
IOSP,NASDAQ,INNOSPEC INC.,BASIC INDUSTRIES,MAJOR CHEMICALS
INNT,NASDAQ,"INNOVATE BIOPHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ISSC,NASDAQ,"INNOVATIVE SOLUTIONS AND SUPPORT, INC.",TECHNOLOGY,EDP SERVICES
INVA,NASDAQ,"INNOVIVA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
INGN,NASDAQ,"INOGEN, INC",HEALTH CARE,INDUSTRIAL SPECIALTIES
INOV,NASDAQ,"INOVALON HOLDINGS, INC.",TECHNOLOGY,EDP SERVICES
INO,NASDAQ,"INOVIO PHARMACEUTICALS, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
INPX,NASDAQ,INPIXON,TECHNOLOGY,EDP SERVICES
INSG,NASDAQ,INSEEGO CORP.,CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT
NSIT,NASDAQ,"INSIGHT ENTERPRISES, INC.",CONSUMER SERVICES,CATALOG/SPECIALTY DISTRIBUTION
ISIG,NASDAQ,"INSIGNIA SYSTEMS, INC.",CONSUMER SERVICES,ADVERTISING
INSM,NASDAQ,"INSMED, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
INSE,NASDAQ,"INSPIRED ENTERTAINMENT, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
IIIN,NASDAQ,"INSTEEL INDUSTRIES, INC.",CAPITAL GOODS,STEEL/IRON ORE
PODD,NASDAQ,INSULET CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
INSY,NASDAQ,"INSYS THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
NTEC,NASDAQ,INTEC PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
IART,NASDAQ,INTEGRA LIFESCIENCES HOLDINGS CORPORATION,CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
IDTI,NASDAQ,"INTEGRATED DEVICE TECHNOLOGY, INC.",TECHNOLOGY,SEMICONDUCTORS
IMTE,NASDAQ,INTEGRATED MEDIA TECHNOLOGY LIMITED,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES
INTC,NASDAQ,INTEL CORPORATION,TECHNOLOGY,SEMICONDUCTORS
NTLA,NASDAQ,"INTELLIA THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
IPCI,NASDAQ,INTELLIPHARMACEUTICS INTERNATIONAL INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
IPAR,NASDAQ,"INTER PARFUMS, INC.",CONSUMER NON-DURABLES,PACKAGE GOODS/COSMETICS
IBKR,NASDAQ,"INTERACTIVE BROKERS GROUP, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
ICPT,NASDAQ,"INTERCEPT PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
IDCC,NASDAQ,"INTERDIGITAL, INC.",MISCELLANEOUS,MULTI-SECTOR COMPANIES
TILE,NASDAQ,"INTERFACE, INC.",CONSUMER DURABLES,HOME FURNISHINGS
LINK,NASDAQ,"INTERLINK ELECTRONICS, INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT
IMI,NASDAQ,"INTERMOLECULAR, INC.",TECHNOLOGY,SEMICONDUCTORS
INAP,NASDAQ,INTERNAP CORPORATION,TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
IBOC,NASDAQ,INTERNATIONAL BANCSHARES CORPORATION,FINANCE,MAJOR BANKS
ISCA,NASDAQ,INTERNATIONAL SPEEDWAY CORPORATION,CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION
IGLD,NASDAQ,INTERNET GOLD GOLDEN LINES LTD.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
IIJI,NASDAQ,"INTERNET INITIATIVE JAPAN, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
IDXG,NASDAQ,"INTERPACE DIAGNOSTICS GROUP, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
XENT,NASDAQ,"INTERSECT ENT, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
INTX,NASDAQ,"INTERSECTIONS, INC.",TECHNOLOGY,EDP SERVICES
IVAC,NASDAQ,"INTEVAC, INC.",TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
INTL,NASDAQ,INTL FCSTONE INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
ITCI,NASDAQ,INTRA-CELLULAR THERAPIES INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
IIN,NASDAQ,INTRICON CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS
INTU,NASDAQ,INTUIT INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ISRG,NASDAQ,"INTUITIVE SURGICAL, INC.",HEALTH CARE,INDUSTRIAL SPECIALTIES
ISTR,NASDAQ,INVESTAR HOLDING CORPORATION,FINANCE,MAJOR BANKS
ISBC,NASDAQ,"INVESTORS BANCORP, INC.",FINANCE,MAJOR BANKS
ITIC,NASDAQ,INVESTORS TITLE COMPANY,FINANCE,SPECIALTY INSURERS
NVIV,NASDAQ,INVIVO THERAPEUTICS HOLDINGS CORP.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
IVTY,NASDAQ,"INVUITY, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
IONS,NASDAQ,"IONIS PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
IOVA,NASDAQ,"IOVANCE BIOTHERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
IPAS,NASDAQ,IPASS INC.,TECHNOLOGY,EDP SERVICES
IPGP,NASDAQ,IPG PHOTONICS CORPORATION,TECHNOLOGY,SEMICONDUCTORS
IPIC,NASDAQ,IPIC ENTERTAINMENT INC.,CONSUMER SERVICES,RESTAURANTS
CLRG,NASDAQ,IQ CHAIKIN U.S. LARGE CAP ETF,N/A,N/A
CSML,NASDAQ,IQ CHAIKIN U.S. SMALL CAP ETF,N/A,N/A
IQ,NASDAQ,"IQIYI, INC.",CONSUMER SERVICES,CONSUMER ELECTRONICS/VIDEO CHAINS
IRMD,NASDAQ,IRADIMED CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
IRTC,NASDAQ,"IRHYTHM TECHNOLOGIES, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
